251634.86	645267.7	3.9	3.9
251634.86	645257.7	3.91	3.91
251634.86	645247.7	3.82	3.82
251634.86	645237.7	3.7	3.7
251634.86	645227.7	3.56	3.56
251634.86	645217.7	3.61	3.61
251644.86	645707.7	3.88	3.88
251644.86	645697.7	3.75	3.75
251644.86	645687.7	3.83	3.83
251644.86	645677.7	3.86	3.86
251644.86	645667.7	4.03	4.03
251644.86	645657.7	3.91	3.91
251644.86	645647.7	3.63	3.63
251644.86	645637.7	3.38	3.38
251644.86	645627.7	3.56	3.56
251644.86	645617.7	3.79	3.79
251644.86	645607.7	3.23	3.23
251644.86	645597.7	3.67	3.67
251644.86	645587.7	3.79	3.79
251644.86	645577.7	3.64	3.64
251644.86	645567.7	3.61	3.61
251644.86	645557.7	3.7	3.7
251644.86	645547.7	3.56	3.56
251644.86	645257.7	3.63	3.63
251644.86	645247.7	3.85	3.85
251644.86	645237.7	3.75	3.75
251644.86	645227.7	3.86	3.86
251644.86	645217.7	3.84	3.84
251644.86	645207.7	3.87	3.87
251654.86	645717.7	3.89	3.89
251654.86	645707.7	3.9	3.9
251654.86	645697.7	3.86	3.86
251654.86	645687.7	3.8	3.8
251654.86	645677.7	3.8	3.8
251654.86	645667.7	3.93	3.93
251654.86	645657.7	4.01	4.01
251654.86	645647.7	3.78	3.78
251654.86	645637.7	3.83	3.83
251654.86	645627.7	3.58	3.58
251654.86	645617.7	3.65	3.65
251654.86	645607.7	3.43	3.43
251654.86	645597.7	3.3	3.3
251654.86	645587.7	3.74	3.74
251654.86	645577.7	3.5	3.5
251654.86	645567.7	3.51	3.51
251654.86	645557.7	3.62	3.62
251654.86	645547.7	3.61	3.61
251654.86	645537.7	3.64	3.64
251654.86	645527.7	3.64	3.64
251654.86	645517.7	3.76	3.76
251654.86	645487.7	3.62	3.62
251654.86	645477.7	3.69	3.69
251654.86	645467.7	3.65	3.65
251654.86	645237.7	3.79	3.79
251654.86	645227.7	3.71	3.71
251654.86	645217.7	3.8	3.8
251654.86	645207.7	3.84	3.84
251654.86	645197.7	3.68	3.68
251654.86	645187.7	3.75	3.75
251664.86	645777.7	3.49	3.49
251664.86	645767.7	3.48	3.48
251664.86	645757.7	3.65	3.65
251664.86	645747.7	3.63	3.63
251664.86	645737.7	3.8	3.8
251664.86	645727.7	3.78	3.78
251664.86	645717.7	3.82	3.82
251664.86	645707.7	3.78	3.78
251664.86	645697.7	3.83	3.83
251664.86	645687.7	3.92	3.92
251664.86	645677.7	3.78	3.78
251664.86	645667.7	3.89	3.89
251664.86	645657.7	3.79	3.79
251664.86	645647.7	3.57	3.57
251664.86	645637.7	3.43	3.43
251664.86	645627.7	3.26	3.26
251664.86	645617.7	3.71	3.71
251664.86	645607.7	3.21	3.21
251664.86	645597.7	3.25	3.25
251664.86	645587.7	3.73	3.73
251664.86	645577.7	3.79	3.79
251664.86	645567.7	3.62	3.62
251664.86	645557.7	3.56	3.56
251664.86	645547.7	3.7	3.7
251664.86	645537.7	3.61	3.61
251664.86	645527.7	3.66	3.66
251664.86	645517.7	3.73	3.73
251664.86	645507.7	3.73	3.73
251664.86	645497.7	3.66	3.66
